latitude,longitude,cluster,dbscan_cluster
0.08001172581091594,-0.16788804329329374,0,1
0.374328514585836,4.341438816678324,3,2
-0.9971353697065246,0.7814568928491338,0,1
0.08225745393428747,-0.16806858023638507,0,1
0.08020671141358279,-0.16701879233259573,0,1
-0.21541676876452445,-0.06291914156016629,0,1
1.2620598765881939,-0.6731855682589732,5,0
-0.0824066597749121,-0.08238869697463351,0,1
-3.1974620651633,-1.0130845764507603,1,6
0.0790837415599997,-0.16731871292673023,0,1
0.044558466796449446,-0.09176241329397304,0,1
-0.19183631166142714,-0.06781013843079046,0,1
-0.31787343727788847,0.13903931296887578,0,1
0.0027187012793561055,-0.0983531773905042,0,1
1.3389501699268085,-0.5774442350815621,5,0
-0.18772527750928966,-0.07468975130434925,0,1
0.04541036996924159,-0.08474504095250845,0,1
-0.17108624995398208,-0.06732964756479579,0,1
-0.08516281709865087,-0.08226371409037576,0,1
-1.0111481793225752,-0.7106943388315087,4,3
1.4538457383618537,-0.5551622864760708,5,0
0.8920109559100694,-0.9243233984892845,2,4
0.045037314331482906,-0.09056257760509755,0,1
-0.996949769886746,-0.7144688036280531,4,3
-1.0278799798531466,0.8069561786351658,0,1
0.03810330692048588,-0.10297198986866876,0,1
1.450939245184093,-0.6431769000089128,5,0
-0.21001581400891528,-0.06659086040444007,0,1
1.2846009747005194,-0.6485594962242843,5,0
-0.09460056793448324,-0.07995014258837083,0,1
-0.010720583526939543,-0.04311907474081381,0,1
0.08143163681616568,-0.16797691278975488,0,1
-0.11934102205520972,-0.08168046063050557,0,1
0.15490126979628382,-0.18492743317268964,0,1
-0.08250873781979318,-0.08270809823432752,0,1
-0.9954371313555341,-0.7143632625257964,4,3
1.3175412307151415,-0.6408938793231359,5,0
1.3754428064920272,-0.5409125712322176,5,0
1.1317038431654411,-0.7245474234146068,5,0
0.079510673113444,-0.16988222020135857,0,1
0.0820440605414949,-0.1681602843446613,0,1
-0.5137332150957297,3.2322573798512315,3,2
-0.24697801626218008,-0.04649361261577606,0,1
1.242183991887911,-0.6307952622751004,5,0
0.04135135202259594,-0.15859493260210838,0,1
0.043929283407394035,-0.09148078519477879,0,1
-1.0164841458209801,-0.7115080294842291,4,3
-0.04895600239989566,-0.08657145750112999,0,1
-1.5041792293609444,3.4491193484231872,3,2
-1.0000492868770747,-0.7091250909766671,4,3
0.07959414292039403,-0.1673576159325034,0,1
-0.20591405613577082,-0.06643254875104673,0,1
-1.0819637673371478,0.764217587013833,0,1
-0.16111953963177547,-0.10871009239933885,0,1
0.38516568620681424,-0.034064759681168295,0,1
0.2128176954147501,4.259016770606407,3,2
1.8412946421443896,1.6287319741382524,5,8
-0.08326969893689104,-0.08291362508851643,0,1
-0.23265899387812017,-0.04802951394891313,0,1
-0.3143759950163462,0.1410396840286845,0,1
-0.17651504468255844,-0.08747966646007029,0,1
1.3849640772467608,-0.6015126057127124,5,0
1.4810119839831084,-0.607065178650675,5,0
-0.04819318714059829,-0.06440949246452603,0,1
0.09137970549247329,-0.17688682595780594,0,1
1.2052125077876592,-0.6500392935738978,5,0
-1.0786044105991248,0.7646175322434582,0,1
0.0815707587290764,-0.1687546229531457,0,1
-0.2165303676832069,-0.061719305871290785,0,1
-1.009087984789847,-0.711635931483696,4,3
-0.22988427286040683,-0.05633948594238802,0,1
-0.16938810069090512,-0.06197488920384446,0,1
-0.18551664336589968,-0.07366215702792721,0,1
0.08106035736868247,-0.1679825070236544,0,1
1.382803695344517,-0.6122977954049373,5,0
-0.9956876911122376,-0.7121746733525588,4,3
-1.0816111276795672,0.7643675664749424,0,1
-0.2091898966668908,-0.06676583644240096,0,1
1.2581919763439688,-0.6608461469660605,5,0
-0.008782921408432127,-0.03590006334607981,0,1
-1.0156118102422427,-0.7114691248998883,4,3
0.8339182123188061,-1.0237514490125543,2,4
-0.20012334175862295,-0.053753730047923234,0,1
1.2428354472553402,-0.6604445352979785,5,0
-0.9945555322115791,-0.7125857281719014,4,3
-1.0808130484545078,0.7631510664014993,0,1
-0.1870107144911389,-0.06846838162121527,0,1
0.16746637945141374,-0.11545583527234991,0,1
1.3784773635454364,-0.6392457716893887,5,0
-1.0818616874362708,0.7761270671848937,0,1
0.5739299847704492,-0.014064720247003238,0,1
-1.013096968934183,-0.7123885953374625,4,3
-0.1862868751939955,-0.05996398958586599,0,1
0.07961262309444951,-0.16721598532806237,0,1
-1.0797365694997834,0.7642453609881129,0,1
0.11480243244472883,0.04075832702787074,0,1
-0.22436268193393705,-0.060316719614695355,0,1
-1.0805160887428609,0.7641814808472708,0,1
0.06448631944626906,-0.11295951046410627,0,1
1.2780084691019205,-0.5296591123336399,5,0
-0.5826594201675699,2.8002898688407574,3,2
-1.0782981708964874,0.7616151656238428,0,1
-0.07633754566809352,-0.07796985711128177,0,1
1.4199700592555387,-0.6419170725355935,5,0
-0.229912112833374,-0.06676305848949363,0,1
0.07981695736003838,-0.16787418519108727,0,1
-1.0803676088870349,0.7617595902900952,0,1
0.07488922646492327,-0.16886574273588167,0,1
0.49532660509526005,4.367168626450876,3,2
-0.21550028868342563,-0.06276082990677295,0,1
0.11518291021928023,0.040377824135720934,0,1
1.315263920926436,-0.6504525703111771,5,0
0.0819142149075764,-0.16815198381470808,0,1
0.06214776171703616,-0.11275787141083686,0,1
1.3462442428441777,-0.5635344732828906,5,0
1.4535339306646229,-0.5829918087041542,5,0
1.282457296782056,-0.6558418322803758,5,0
0.37173754295770006,-0.04053331717991044,0,1
-0.20038318336231337,-0.05363707935594915,0,1
0.0799189073410439,-0.16795479081924145,0,1
-2.9865854059270283,4.657435542605158,3,2
1.2920787914394711,-0.6546036685069948,5,0
-1.0777042514731883,0.7645425425129033,0,1
0.04947500602243157,-0.09384879424185104,0,1
-3.875036895230132,0.6794236435384452,1,5
1.1381682848883916,-0.7174783914809824,5,0
-1.0115193520578663,-0.712324771476901,4,3
0.08250809164291543,-0.1683686291462805,0,1
0.3541705181594886,-0.1420749677013317,0,1
-1.0082806442651926,-0.7108636881985957,4,3
-0.9999564982953012,-0.7093499693062076,4,3
1.3384527624097988,-0.654557563709685,5,0
-0.03407275285170693,-0.058761932534527585,0,1
0.08159858199806001,-0.16794360235144265,0,1
1.3363499164516854,-0.6498109915053201,5,0
-1.009719031540376,-0.7112748562565471,4,3
-1.2354065623423807,2.869515388773501,3,2
-2.091151651403786,0.5333969744484747,1,5
-1.0841445652195694,0.7645036589489126,0,1
1.2946010929902863,1.4006182131061757,0,1
-0.32352113158911044,0.14275795705365382,0,1
-0.09787640289760896,-0.0778809809490667,0,1
-0.024944877618981728,-0.11777270798893757,0,1
-0.22181064729199287,-0.07074583806898502,0,1
1.3490393761300699,-0.5584385044820833,5,0
-1.08111000816616,0.7617207067261041,0,1
0.23498759574351472,0.005085435574208572,0,1
1.2783592527613052,-0.6772239041192105,5,0
1.334952349808739,-0.4726919136889073,5,0
-0.19313550854389147,-0.0834524396340598,0,1
1.4148809121971606,-0.6213848843097122,5,0
0.08196986144554322,-0.1681574513992846,0,1
-0.24465802222692176,-0.045229897341537185,0,1
0.4111960609310128,0.030237546126266418,0,1
-2.205690868184853,4.181174097413698,3,2
-0.0006406591706650595,-0.14961837856017113,0,1
-1.0663269825206527,0.7453507262857529,0,1
0.5192429978721599,-0.06985152498485626,0,1
0.5986890007291523,-0.19438169346196035,0,1
-3.3239390623526406,4.714856012510133,3,2
-1.0770732120859368,0.7656035083303818,0,1
-0.24806377520789535,-0.046435287269789016,0,1
0.09098069186392022,-0.17595643836944427,0,1
-0.2133009308190279,-0.06342740528948165,0,1
-1.084942644444623,0.7632316109269109,0,1
0.020508444005305958,-0.02120818698717633,0,1
1.5773438584437194,-0.5456569215186462,5,0
0.07865686568650121,-0.1664244103967114,0,1
1.2720395788977832,-0.6393340929275977,5,0
-1.0087353972415907,-0.7116054180842275,4,3
0.4134325406153642,0.03204007761248702,0,1
0.9183011703819565,-0.8985102667938942,2,4
0.0915746855271455,-0.18167514022360076,0,1
-0.5411945644304348,2.811763297615629,3,2
1.2851410701760804,-0.5318404802735538,5,0
-0.15278611143563295,-0.07642562525229915,0,1
1.3029141089182499,-0.6397057087034578,5,0
-1.0084198738663261,-0.7110442258121784,4,3
0.7394219200758243,-0.9660110229238795,2,4
1.3255535749350607,-0.663000851890666,5,0
-1.0761266530050568,0.7643481246929478,0,1
-0.09285599830048095,-0.13979753513917992,0,1
0.0819048662446544,-0.16812973352843327,0,1
1.5569037502913063,-0.6030673927928801,5,0
0.9581550196833998,-0.7828061118633376,2,4
-1.0394131526542978,0.7832594237798756,0,1
0.9182547704270134,-0.8984213900762054,2,4
-0.6792418543848849,0.048496712297111576,0,1
-0.22327692298822177,-0.060313941661788016,0,1
-0.998842888048506,-0.7145743447303098,4,3
-0.07435162574044524,-0.08407457776888026,0,1
0.00921469125967318,-0.10203045214059266,0,1
0.41273654129118803,0.03217894692840522,0,1
0.07906526138594422,-0.16726595015231177,0,1
-1.0141826624600432,-0.7105916103866065,4,3
-0.18511759632937907,-0.07051254501722934,0,1
-1.0807852084815408,0.7646341966280259,0,1
0.08218332722226517,-0.16787698147481772,0,1
-1.0103129079168407,-0.7109498885521315,4,3
-1.010943954667364,-0.71108872451975,4,3
0.08152445528603772,-0.16766872832731342,0,1
1.3298576347557678,-0.625127705083621,5,0
0.04602284937451661,-0.08565491634990556,0,1
-0.20110702265945715,-0.05472026435285057,0,1
1.3369401238785872,-0.5690737147131986,5,0
0.0823596210670819,-0.16764927599120766,0,1
0.08237810124113738,-0.16826030564727498,0,1
1.371094202714573,-0.6470613680516468,5,0
0.06491505502996173,-0.11305783033305573,0,1
-0.23296515562883324,-0.04860442521786857,0,1
-0.23186091094106823,-0.055153538351611325,0,1
1.4258164535786204,-0.6071751635888218,5,0
0.8067092787390058,-1.0875510453300505,2,4
0.003173417125821795,-0.09770048843945596,0,1
-0.07552090460506168,-0.08446619080622153,0,1
0.08147798480316125,-0.16859911258279814,0,1
-0.07515898495649019,-0.0847661497284404,0,1
0.08138512178933233,-0.16707981897532115,0,1
0.39474263690748174,0.02915713908227234,0,1
-0.16156497919924853,-0.0846133923144234,0,1
-0.2155838086023268,-0.06380790818163168,0,1
0.08122751970236572,-0.16777425387615008,0,1
1.614320910538565,-0.6240795152943115,5,0
1.2396672583316892,-0.6684017789290626,5,0
-0.5422970273599302,3.993403144981601,3,2
-0.8710425641441288,3.894310048588143,3,2
0.25727813224314033,-0.11440597904458386,0,1
-0.20757517823480168,-0.06841005627522823,0,1
0.08219245873339866,-0.16801861541213567,0,1
0.004463337729293495,-0.09706446553941386,0,1
0.03817763964830817,-0.10126114582633962,0,1
-1.0132546775212847,-0.712557944704566,4,3
1.4570361992638787,-0.5787357248855597,5,0
0.18829067923077267,0.010898527835433498,0,1
-0.05272919848007788,-0.13773114145415252,0,1
-0.2085681354146285,-0.06185539723430165,0,1
1.2585650319817276,-0.6418337506127549,5,0
0.044035075304668804,-0.08807625142759462,0,1
0.04409075525060279,-0.08765797537494482,0,1
0.08001172581091594,-0.16703544671853265,0,1
1.2539881404259434,-0.6391757812742044,5,0
0.18662018619684118,-0.15945032546059992,0,1
0.045159810212538065,-0.0860865239102095,0,1
0.8957545042750378,-0.8844888536186192,2,4
0.1146725088588859,0.04039171056738115,0,1
0.08021584849271055,-0.1670631645893842,0,1
-0.21574156659314186,-0.0630330142992328,0,1
1.3959887065417154,-0.6527072615431889,5,0
-1.0119369346602,-0.7129828437922764,4,3
1.2661709125963276,-0.6633941313664644,5,0
1.249372272908005,-0.6452932768490123,5,0
0.17514093014333412,0.023832868212887638,0,1
1.2763492067130837,-0.6682134713834473,5,0
1.3673246703748332,-0.6126260837809213,5,0
-1.075681213437584,0.7657645973812036,0,1
-0.9954649713285011,0.8416830896358266,0,1
-0.07579012271164777,-0.13051268831630153,0,1
-0.21978764452035235,-0.06486887455458898,0,1
-1.069769859177577,0.730213354823926,0,1
-3.191804982656394,0.693403395752301,1,5
-0.2772400668773714,-0.04369121805549254,0,1
1.1439163113069883,-0.7216178246076028,5,0
1.3554035939503393,-0.588141103535578,5,0
-0.10241431849123919,-0.09426207097913035,0,1
0.08229462586619309,-0.16790749562939972,0,1
0.9205469282013028,-0.9025624896412826,2,4
-1.083439285904402,0.7643564568852317,0,1
1.454090730123964,-0.5946918731091467,5,0
1.3830486871066274,-0.6198634259986799,5,0
0.5718883867528652,-0.12480511049432313,0,1
-2.479524842288828,4.479001644846352,3,2
-0.09510172642385249,-0.093231670420347,0,1
-0.21408045006210566,-0.062027596985793555,0,1
-1.0641740246111984,0.7758576596343817,0,1
-1.0144239512882463,-0.7123969865223176,4,3
-1.0852210441742938,0.7632399431191949,0,1
0.0810697004636102,-0.16819088848691985,0,1
-0.17477969007960795,-0.0791252555522688,0,1
-0.09854456224881797,-0.07830592275554334,0,1
0.049358078135970006,-0.10061953369171332,0,1
0.6157641841489473,-0.15060990999742968,0,1
0.4122447036247683,0.029687621435531813,0,1
-0.2628096846014431,-0.04973205746128908,0,1
0.07997455944700499,-0.16692992283613456,0,1
-0.07374842818215749,-0.13127644705693214,0,1
1.5368255617874644,-0.580040546197212,5,0
0.08129229775146564,-0.16753815620847168,0,1
0.7974961036851057,-1.0962665184589653,2,4
1.205513179495703,-0.6680934878145596,5,0
1.2249491926231066,-0.6783376404878138,5,0
0.06861220343998702,-0.11208796315121475,0,1
0.08244309644202621,-0.16851852528546732,0,1
0.058122101625999775,-0.09974465350190839,0,1
0.48183535419542406,0.004538287169942947,0,1
-0.21409900818808555,-0.06215813410942786,0,1
0.4468776281397891,-0.15005165311441096,0,1
-0.25735304989989993,-0.045007704436341896,0,1
0.10538323973487598,-0.17839221646923797,0,1
-1.0772866518786823,0.7646786349868737,0,1
-3.260391540058036,0.7367774559051489,1,5
1.357792263630913,-0.5825652004592208,5,0
0.08184921970668757,-0.1672770119707878,0,1
1.3552699620800976,-0.5707284881007727,5,0
-3.3445183703698897,4.71297293705398,3,2
-0.22446475997881812,-0.05967791876174569,0,1
0.07997455944700499,-0.16814359329707812,0,1
0.08123665121349881,-0.167840874752775,0,1
-1.0803026489501153,0.7635482342336977,0,1
0.7685035558372124,-1.094956697831943,2,4
-1.2928794025355737,3.8670754448891267,3,2
0.08170988064198753,-0.16804645826587142,0,1
1.2332696325438592,-0.6600345914376129,5,0
1.4855498995767389,-0.6010726659601248,5,0
0.03763188152224553,-0.08890447134061007,0,1
-0.21554668678237232,-0.06294691442348696,0,1
-0.04359782097875324,-0.14006694157873242,0,1
-1.0120205149013126,-0.7124773384742781,4,3
-1.0797180095178072,0.7650285870627958,0,1
-1.360519400856336,0.4229820951797102,4,7
-0.21550028868342563,-0.06286637045355581,0,1
1.244283125849627,-0.6063969368295092,5,0
-0.31743835807795545,0.1401317150368817,0,1
-0.0637538778869837,-0.08660478627026534,0,1
0.530527466914807,0.0036161917793422027,0,1
0.01349277081760727,-0.16222220919917837,0,1
1.3437108053041755,-0.6212565685485407,5,0
-0.2689251968072084,-0.041730376582316965,0,1
1.2687823020606377,-0.6712713859516227,5,0
0.07773817441856118,-0.16663000057556168,0,1
-0.2012276643983124,-0.05517575697555544,0,1
0.21392015834424538,4.213982937750615,3,2
0.007887609860284793,-0.1017693195679782,0,1
1.3455649475037814,-0.6288022018808019,5,0
1.2768169182589304,-0.464862985818995,5,0
0.07913939366596079,-0.16729646430689377,0,1
0.07875894373138229,-0.16641330191795853,0,1
-1.0095055673921807,-0.7135994687400482,4,3
-0.21562093042228087,-0.061599877226409354,0,1
0.8071175983425207,-1.084612558851282,2,4
-0.3202087906262328,0.14551265981174302,0,1
1.2783815247396788,-0.45011500547656713,5,0
0.016777909899698518,-0.16284710195676777,0,1
-0.20988589599106738,-0.06802121952435593,0,1
-1.0808130484545078,0.7645564295000442,0,1
0.04058291865675384,-0.09213569550828993,0,1
-0.26462855912329436,-0.04645472960726415,0,1
1.224912072659149,-0.6781904384241383,5,0
1.197150051616399,-0.6785653870769115,5,0
1.353827851480404,-0.6232446296274693,5,0
0.08124599430842655,-0.16732430716062952,0,1
-0.18783663740115802,-0.07696443979784229,0,1
-1.0807480885175884,0.7627261245950225,0,1
1.276661014410315,-0.506002352001312,5,0
-0.04872956876376564,0.38508617315827637,0,1
1.5605285147716172,-0.5443304365070561,5,0
-2.6259185561388017,3.737506521998231,3,2
0.00909405508881219,-0.1019221336409027,0,1
-0.08613721615249778,-0.0816415776219939,0,1
-0.0047146327507885145,-0.09318170559609758,0,1
0.08163575392996562,-0.1677325512537693,0,1
0.41427702165136326,0.032070628428715026,0,1
1.432019199555681,-0.6438651390915591,5,0
-0.03927325980195337,-0.059031895564524525,0,1
-0.030692980133506343,-0.05382760826402733,0,1
-0.2817934358831961,0.18214066046827318,0,1
1.4012950053892366,-0.6106346898250792,5,0
-0.18214800106889084,-0.07643673373105203,0,1
-1.009960320368579,-0.7115525281918007,4,3
-0.19367374987725258,-0.06787957225553039,0,1
-1.0133939071224183,-0.7123273142601804,4,3
1.4309835525613066,-0.6458698645550555,5,0
-0.02744683928554732,-0.05380594456408929,0,1
-3.491719443435908,-1.052842465152414,1,6
0.5465725713348212,-0.15362616360418577,0,1
1.268464926368813,-0.6725462113710531,5,0
-0.045509413746574294,-0.13940866672597693,0,1
-1.0111017694555324,-0.7109776048899765,4,3
-1.0099139105015362,-0.7107665538769414,4,3
0.4882478279688363,-0.15727844122194348,0,1
0.3947333606284891,0.029523755542762157,0,1
1.371422714395584,-0.6299887060620233,5,0
0.08642978613890367,-0.0855116026426232,0,1
-0.2149342073770973,-0.06252475056991767,0,1
-0.9952608115267408,-0.7152825810744375,4,3
0.1568871897239321,-0.1466632282523092,0,1
1.538100632549356,-0.5785890783013642,5,0
-0.009874248348740997,-0.07724106858166653,0,1
-1.0809058483643998,0.7607402854340376,0,1
-3.1566319608098135,0.7251107202692917,1,5
0.08143163681616568,-0.16764368175730812,0,1
0.0819048662446544,-0.16806858023638507,0,1
0.04412416321816318,-0.08611818624088802,0,1
-0.9956041711933364,-0.7141632899109839,4,3
0.11053920272837522,-0.12056346914235448,0,1
0.08425270025287952,-0.11496590236605894,0,1
0.07008215401264738,-0.0686922392984288,0,1
1.161965893780632,-0.7076919539038434,5,0
-0.15912434342513457,0.25802857352166697,0,1
1.1373219497101932,-0.6892805863539522,5,0
1.1635713322217307,-0.7065032278046853,5,0
0.08142228815324329,-0.16731044905842304,0,1
0.043700995629064106,-0.08643314310921786,0,1
0.08114383274362677,-0.1679825070236544,0,1
0.08139446488426007,-0.167902028044823,0,1
1.3006256631403577,-0.6081200341938113,5,0
-0.25500521032367973,-0.047151855806200856,0,1
1.3531708281183814,-0.6191318595161571,5,0
0.045788993601593476,-0.08593154513372958,0,1
0.917679410985696,-0.8956078864816786,2,4
-0.08750134141991621,-0.14285535805324034,0,1
1.2547565236798344,-0.6480512324949692,5,0
-1.0803304889230825,0.7607291758443252,0,1
-3.2885878646790716,0.7371740682578605,1,5
-0.11134156774277457,-0.13222360068260738,0,1
-0.9975344093190542,-0.7146410022685805,4,3
-1.034452069471568,0.8049464538562995,0,1
0.08128316624033216,-0.16750484577015923,0,1
-2.5609066512661296,0.6884574064126032,1,5
0.08197899852467097,-0.16806858023638507,0,1
-1.0121689839954247,-0.7123357054450355,4,3
-1.0006896042728992,-0.7085695891145962,4,3
-0.18740047411267757,-0.07372321699942193,0,1
1.3606041009005856,-0.6174904176362372,5,0
1.5521765228814997,-0.8627834927191707,5,0
-0.16529553724723273,0.2642416116790925,0,1
-0.15663730565447773,0.2559621898352704,0,1
0.08213681219543183,-0.1681630439667455,0,1
-0.6832842184597014,3.4143524428995637,3,2
-0.1287138110981208,-0.09368992766445162,0,1
0.3945199171237454,0.02887939878399758,0,1
0.06862333942917381,-0.11165135627554057,0,1
1.428555906918579,-0.6305252992451035,5,0
0.08209964026352622,-0.1679630546875484,0,1
0.9940964247838706,-0.7379305906609385,2,4
-0.23295595173377037,-0.04910158880062331,0,1
1.3218675625142222,-0.6645056458171309,5,0
0.045248898126032444,-0.08776629387463501,0,1
0.08222038222628453,-0.16773812049109202,0,1
-0.09383032497039809,-0.07940855008992012,0,1
1.5343923481501436,-0.5760777555470096,5,0
-0.4621993154205552,0.24795693411252082,0,1
0.0816542341040211,-0.16876021718704498,0,1
0.0810790491265326,-0.16824632089574598,0,1
1.3807379693503616,-0.5846182526379632,5,0
-0.09486040397017938,-0.08053895028761711,0,1
1.2617721968675326,-0.6728328387856177,5,0
1.0047201584680998,-0.8458324807368917,2,4
0.40902454303958224,0.034006474991477506,0,1
0.013854690466179159,-0.16261382223651966,0,1
-0.2624570412318638,-0.05008478749011844,0,1
-0.2206506836823313,-0.06956267509686956,0,1
1.3310046416420105,-0.6226663754829693,5,0
0.08155227855502092,-0.16732710511079832,0,1
-4.015556374784057,0.6963746555207246,1,5
-0.07437956036932043,-0.08424674585804148,0,1
0.1159512934731712,-0.12606104961124348,0,1
1.1658801939798005,-0.7034236495365718,5,0
-0.05821557740873888,-0.0593235222944595,0,1
0.5308708284373991,0.0035078732796520132,0,1
1.3503868308216755,-0.5639444171432563,5,0
-0.18712207438300688,-0.07541187408013741,0,1
-0.03658391841333538,-0.05154292113979357,0,1
0.07964979502635512,-0.16726035591841248,0,1
0.41297781920090426,0.03197897431359263,0,1
-1.067347781529443,0.7574462920844856,0,1
-1.7133576502462258,3.9957844855363276,3,2
1.3842569419333974,-0.6098464644350265,5,0
-1.0791797700404422,0.7363058538218825,0,1
-0.28304006310150653,4.252429339386789,3,2
-3.7849690146871087,-1.1037054997299929,1,6
0.045198786174691655,-0.08600320198737076,0,1
0.08055929910321587,-0.16822699520896275,0,1
-0.24110378196613105,-0.06304690073089325,0,1
0.7952243618909939,4.86545705516394,3,2
